Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4777324,,0,336.4,0,2.38,5a,Cc1ccc(C(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)cc1,IC50,'=',39450,nM,4.4,,,UO_0000065,13.09,0.24,2.02,5.07,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4790143,,0,364.45,0,2.99,5c,Cc1cc(C)c(C(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)c(C)c1,IC50,'=',31090,nM,4.51,,,UO_0000065,12.37,0.23,1.52,5.19,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4780723,,0,387.9,0,3.28,6p,S=C(Nc1ccccc1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',6670,nM,5.18,,,UO_0000065,13.34,0.27,1.9,6.33,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4787813,,0,373.37,0,2.42,8i,O=C(Nc1ccc(F)cc1F)NC1CCN(c2ncnc3[nH]ncc23)CC1,IC50,'=',1140,nM,5.94,,,UO_0000065,15.92,0.3,3.52,6.01,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4789709,,0,356.82,0,2.72,5e,O=C(c1ccc(Cl)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',9440,nM,5.03,,,UO_0000065,14.08,0.27,2.31,5.79,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4793598,,0,356.82,0,2.72,5f,O=C(c1ccccc1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',6840,nM,5.17,,,UO_0000065,14.47,0.28,2.44,5.95,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4783298,,0,406.28,0,3.77,6j,O=C(Nc1ccc(Cl)cc1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',5460,nM,5.26,,,UO_0000065,12.95,0.27,1.49,5.33,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4785123,,0,473.38,0,4.5,6k,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',9320,nM,5.03,,,UO_0000065,10.63,0.21,0.53,5.09,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4791790,,0,387.45,0,3.3,8k,O=C(Nc1cccc2ccccc12)NC1CCN(c2ncnc3[nH]ncc23)CC1,IC50,'=',11140,nM,4.95,,,UO_0000065,12.78,0.23,1.65,5.01,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL3597012,,0,429.91,1,5.02,37,CC(=O)N1CCc2cc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)ccc2C1,IC50,'=',270,nM,6.57,,,UO_0000065,15.28,0.29,1.55,9.94,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596914,,0,423.88,0,4.37,17,O=C(c1ccc(F)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',13,nM,7.89,,,UO_0000065,18.6,0.36,3.52,10.43,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596912,,0,435.92,0,3.73,15,O=C(c1cc(CO)ccc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',64,nM,7.19,,,UO_0000065,16.5,0.32,3.46,7.51,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL4794004,,0,455.91,0,4.99,30k,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)Nc5ccncc5)n[nH]c4c3)c(Cl)c2)c1=O,IC50,'=',16,nM,7.8,,,UO_0000065,17.1,0.32,2.81,8.41,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL4779629,,0,416.28,0,2.91,8d,O=C(Nc1ccc(Br)cc1)NC1CCN(c2ncnc3[nH]ncc23)CC1,IC50,'=',4030,nM,5.39,,,UO_0000065,12.96,0.28,2.48,5.46,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL3596924,,0,396.83,0,3.35,27,COc1c(-c2cnc3[nH]cc(C(=O)c4ccc(CO)cc4Cl)c3c2)cnn1C,IC50,'=',37,nM,7.43,,,UO_0000065,18.73,0.36,4.08,7.99,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596926,,0,490.92,1,5.57,29,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(COc4ccccc4F)cc3Cl)c2c1,IC50,'=',48,nM,7.32,,,UO_0000065,14.91,0.29,1.75,8.92,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596927,,0,473.92,0,4.83,30,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(COc4ccccn4)cc3Cl)c2c1,IC50,'=',14,nM,7.85,,,UO_0000065,16.57,0.32,3.02,8.27,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL4783727,,0,417.9,0,4.79,23c,Cc1cncc(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)n1,IC50,'=',777,nM,6.11,,,UO_0000065,14.62,0.28,1.32,7.31,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL4781551,,0,432.91,0,4.48,30c,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)c1=O,IC50,'=',34,nM,7.47,,,UO_0000065,17.25,0.33,2.99,9.36,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL4747628,,0,401.83,0,3.84,5d,O=C1Nc2ccc(NC(=O)N3CCOCC3)cc2/C1=C\c1ccc(F)c(Cl)c1,IC50,'=',23140,nM,4.64,,,UO_0000065,11.54,0.23,0.8,6.56,0,CHEMBL4727519,Inhibition of PAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725314,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL3910608,,0,515.61,1,3.48,8,Cc1cc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,IC50,'=',3,nM,8.52,,,UO_0000065,16.53,0.32,5.04,7.9,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL3891484,,0,501.58,1,3.17,5,Cc1ccc(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,IC50,'=',19,nM,7.72,,,UO_0000065,15.39,0.3,4.55,7.16,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL3923175,,0,629.76,1,4.92,18,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3C#N)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,IC50,'=',59,nM,7.23,,,UO_0000065,11.48,0.22,2.31,5.75,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL3969873,,0,515.61,1,3.82,6,COCc1ccc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)c1,IC50,'=',3300,nM,5.48,,,UO_0000065,10.63,0.21,1.66,5.66,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL3892617,,0,487.56,0,2.86,4,CN(c1cccc(CO)c1)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,IC50,'=',45,nM,7.35,,,UO_0000065,15.07,0.3,4.49,6.81,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL1762546,,0,483.59,0,3.03,1,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1,IC50,'=',100,nM,7,,,UO_0000065,14.48,0.28,3.97,6.49,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL388978,STAUROSPORINE,0,466.54,0,4.35,Staurosporine,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,'=',0.3,nM,9.52,,,UO_0000065,20.41,0.37,5.17,13.71,0,CHEMBL4145887,Inhibition of PAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4145442,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4780410,,0,473.38,0,4.18,8j; ZMF-10,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)NC1CCN(c2ncnc3[nH]ncc23)CC1,IC50,'=',170,nM,6.77,,,UO_0000065,14.3,0.28,2.59,6.85,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4787384,,0,351.41,0,2.77,6a,Cc1ccc(NC(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)cc1,IC50,'=',17440,nM,4.76,,,UO_0000065,13.54,0.25,1.99,4.81,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4781055,,0,336.4,0,2.06,7a,Cc1ccc(C(=O)NC2CCN(c3ncnc4[nH]ncc34)CC2)cc1,IC50,'=',5610,nM,5.25,,,UO_0000065,15.61,0.29,3.19,6.05,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4784509,,0,390.37,0,2.77,7g,O=C(NC1CCN(c2ncnc3[nH]ncc23)CC1)c1ccc(C(F)(F)F)cc1,IC50,'=',5740,nM,5.24,,,UO_0000065,13.43,0.26,2.47,6.04,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4789740,,0,351.41,0,2.45,8a,Cc1ccc(NC(=O)NC2CCN(c3ncnc4[nH]ncc34)CC2)cc1,IC50,'=',4710,nM,5.33,,,UO_0000065,15.16,0.28,2.88,5.39,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4785429,,0,405.38,0,3.16,8e,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(c2ncnc3[nH]ncc23)CC1,IC50,'=',7150,nM,5.15,,,UO_0000065,12.69,0.24,1.99,5.21,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL1198335,,0,350.42,0,3.97,68; LCH-7749944,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,IC50,'=',48.4,nM,7.32,,,UO_0000065,20.88,0.38,3.35,10.71,0,CHEMBL4342900,Inhibition of PAK1 (unknown origin) assessed as reduction in histone phosphorylation incubated for 1 hr at 4 degC by immunoblotting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4342409,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL3924245,,0,528.65,1,3.47,11,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,IC50,'=',540,nM,6.27,,,UO_0000065,11.86,0.23,2.8,6.15,0,CHEMBL3865531,Inhibition of PAK1 phosphorylation in human OVCAR3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,OVCAR-3,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307564,
CHEMBL3923175,,0,629.76,1,4.92,18,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3C#N)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,IC50,'=',0.33,nM,9.48,,,UO_0000065,15.06,0.29,4.56,7.54,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL4755550,,0,427.91,0,4.79,8c,O=C(CCN1CCCCC1)Nc1ccc2c(c1)/C(=C\c1ccc(F)c(Cl)c1)C(=O)N2,IC50,'=',7830,nM,5.11,,,UO_0000065,11.93,0.23,0.32,8.31,0,CHEMBL4727519,Inhibition of PAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725314,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL3770806,,0,450.93,0,3.69,8,CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CCCO)c2n1,IC50,'=',980,nM,6.01,,,UO_0000065,13.33,0.26,2.32,5.68,0,CHEMBL3772526,Inhibition of PAK1 in human EBC1 cells assessed as reduction in levels of MEK phosphorylation at S298 residue after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769359,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3770588,,0,503.05,2,5.43,6,CCNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,IC50,'=',45,nM,7.35,,,UO_0000065,14.6,0.28,1.92,7.44,0,CHEMBL3772526,Inhibition of PAK1 in human EBC1 cells assessed as reduction in levels of MEK phosphorylation at S298 residue after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769359,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL1437894,,0,272.73,0,3.52,DIF-3,CCCCCC(=O)c1c(O)cc(OC)c(Cl)c1O,IC50,'=',2500,nM,5.6,,,UO_0000065,20.54,0.43,2.08,8.39,0,CHEMBL4271280,Inhibition of HA-PAK1 (unknown origin) using histone H4 substrate and [gamma-32P] ATP by autoradiography,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270502,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL2386715,,0,422.47,0,3.49,II-94,COCCN(Cc1cc(F)cc2[nH]ncc12)c1nccc(Nc2cc(C3CC3)[nH]n2)n1,IC50,'=',64.1,nM,7.19,,,UO_0000065,17.03,0.32,3.7,6.68,0,CHEMBL2388905,Inhibition of PAK1-mediated MEK1 phosphorylation at Ser298 in human EBC1 cells after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2384931,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL388978,STAUROSPORINE,0,466.54,0,4.35,Staurosporine,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,'=',0.541,nM,9.27,,,UO_0000065,19.86,0.36,4.92,13.34,0,CHEMBL4328541,Inhibition of human PAK1 using RRRLSFAEPG as substrate by [gamma-33P]-ATP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4325871,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4748736,,0,285.73,0,3.24,6,CNC(=O)c1n[nH]c2cc(-c3ccccc3Cl)ccc12,IC50,'=',5000,nM,5.3,,,UO_0000065,18.55,0.36,2.06,9.17,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
